RANGO;NUMEROS PRIMOS;DURACION
4625000000-4626000000;44966;2.57504
4626000000-4627000000;44811;2.53895
4627000000-4628000000;44740;2.54742
4628000000-4629000000;45089;2.55601
4629000000-4630000000;44912;2.5707
4630000000-4631000000;45020;2.50441
4631000000-4632000000;44943;2.45846
4632000000-4633000000;44870;2.4657
4633000000-4634000000;44781;2.47206
4634000000-4635000000;45093;2.51124
4635000000-4636000000;44863;3.00678
4636000000-4637000000;45010;2.56583
4637000000-4638000000;44667;2.49862
4638000000-4639000000;44850;2.51216
4639000000-4640000000;44697;2.49808
4640000000-4641000000;45118;2.50958
4641000000-4642000000;44951;2.49885
4642000000-4643000000;45053;2.51247
4643000000-4644000000;45014;2.50617
4644000000-4645000000;45068;2.6106
4645000000-4646000000;44696;2.65872
4646000000-4647000000;44889;2.84511
4647000000-4648000000;45029;3.11878
4648000000-4649000000;44846;2.67347
4649000000-4650000000;44952;2.70384
4650000000-4651000000;44943;3.09341
4651000000-4652000000;44885;2.67937
4652000000-4653000000;44817;2.77236
4653000000-4654000000;44759;2.76617
4654000000-4655000000;44659;3.10964
4655000000-4656000000;44919;2.99979
4656000000-4657000000;45179;3.06795
4657000000-4658000000;45013;3.09317
4658000000-4659000000;44878;3.43042
4659000000-4660000000;44970;3.21774
4660000000-4661000000;44818;3.05556
4661000000-4662000000;44976;3.11717
4662000000-4663000000;44968;3.17468
4663000000-4664000000;44833;3.16205
4664000000-4665000000;44904;3.24279
4665000000-4666000000;44901;3.08866
4666000000-4667000000;44880;3.21426
4667000000-4668000000;44961;3.10371
4668000000-4669000000;44904;2.69581
4669000000-4670000000;44867;2.82507
4670000000-4671000000;44743;3.19025
4671000000-4672000000;45062;2.91924
4672000000-4673000000;44860;3.02508
4673000000-4674000000;45193;3.14706
4674000000-4675000000;44922;2.93174
4675000000-4676000000;44939;3.26064
4676000000-4677000000;44941;3.45022
4677000000-4678000000;44998;3.66309
4678000000-4679000000;44820;3.09415
4679000000-4680000000;44951;3.13574
4680000000-4681000000;45126;3.42379
4681000000-4682000000;44997;2.90542
4682000000-4683000000;44898;3.21247
4683000000-4684000000;44838;3.10541
4684000000-4685000000;45147;3.27496
4685000000-4686000000;44618;3.05521
4686000000-4687000000;45055;3.10354
4687000000-4688000000;44808;3.05622
4688000000-4689000000;45086;3.18269
4689000000-4690000000;44939;3.2366
4690000000-4691000000;44930;3.06943
4691000000-4692000000;45111;3.10619
4692000000-4693000000;44862;3.19333
4693000000-4694000000;44604;3.42757
4694000000-4695000000;45161;3.592
4695000000-4696000000;44903;3.2094
4696000000-4697000000;44951;3.40534
4697000000-4698000000;44797;3.63792
4698000000-4699000000;44897;2.84886
4699000000-4700000000;45072;3.1117
4700000000-4701000000;44902;3.02559
4701000000-4702000000;44754;3.06127
4702000000-4703000000;44941;3.0038
4703000000-4704000000;44747;3.12034
4704000000-4705000000;44919;3.27407
4705000000-4706000000;45073;3.12337
4706000000-4707000000;44660;3.21339
4707000000-4708000000;44726;3.16396
4708000000-4709000000;44831;3.34984
4709000000-4710000000;44973;3.1063
4710000000-4711000000;44934;2.90735
4711000000-4712000000;44673;2.91198
4712000000-4713000000;44972;3.19004
4713000000-4714000000;45064;3.26846
4714000000-4715000000;45000;2.92477
4715000000-4716000000;44764;2.85477
4716000000-4717000000;44843;3.54755
4717000000-4718000000;44943;3.83577
4718000000-4719000000;45255;3.46869
4719000000-4720000000;44939;2.94469
4720000000-4721000000;44745;3.13446
4721000000-4722000000;44834;3.30119
4722000000-4723000000;44900;3.34065
4723000000-4724000000;44970;3.21252
4724000000-4725000000;44709;3.14866
4725000000-4726000000;44717;3.20469
4726000000-4727000000;45029;3.29909
4727000000-4728000000;45128;3.33942
4728000000-4729000000;44838;3.36754
4729000000-4730000000;44781;3.2326
4730000000-4731000000;44829;3.26557
4731000000-4732000000;44921;3.1544
4732000000-4733000000;45052;3.32509
4733000000-4734000000;44929;3.34711
4734000000-4735000000;44701;3.46941
4735000000-4736000000;44832;3.23097
4736000000-4737000000;44825;3.15679
4737000000-4738000000;44914;3.86468
4738000000-4739000000;44868;3.16809
4739000000-4740000000;45070;3.14584
4740000000-4741000000;44990;3.29842
4741000000-4742000000;44794;3.69636
4742000000-4743000000;44846;3.27143
4743000000-4744000000;44917;3.40229
4744000000-4745000000;44773;3.36465
4745000000-4746000000;45008;3.30639
4746000000-4747000000;44988;3.33253
4747000000-4748000000;45108;3.64926
4748000000-4749000000;44892;3.47239
4749000000-4750000000;44691;3.25
4750000000-4751000000;45017;3.09165
4751000000-4752000000;45019;3.24765
4752000000-4753000000;44903;3.56582
4753000000-4754000000;44971;3.10854
4754000000-4755000000;45012;3.12964
4755000000-4756000000;45014;3.27678
4756000000-4757000000;44935;3.68963
4757000000-4758000000;45057;3.58724
4758000000-4759000000;44581;2.93615
4759000000-4760000000;44762;3.10525
4760000000-4761000000;44805;3.20057
4761000000-4762000000;44914;3.14503
4762000000-4763000000;44880;3.03061
4763000000-4764000000;44921;2.90019
4764000000-4765000000;44626;3.27901
4765000000-4766000000;44672;2.93763
4766000000-4767000000;44916;2.9445
4767000000-4768000000;45050;2.98371
4768000000-4769000000;44819;2.47275
4769000000-4770000000;44656;2.45526
4770000000-4771000000;44922;2.48629
4771000000-4772000000;44641;2.47569
4772000000-4773000000;44820;2.49236
4773000000-4774000000;44912;2.46106
4774000000-4775000000;44957;2.47172
4775000000-4776000000;44833;2.46861
4776000000-4777000000;44778;2.48183
4777000000-4778000000;44817;2.48118
4778000000-4779000000;44964;2.48562
4779000000-4780000000;44601;2.48645
4780000000-4781000000;44724;2.50373
4781000000-4782000000;44939;2.48272
4782000000-4783000000;45034;2.45416
4783000000-4784000000;45027;2.88769
4784000000-4785000000;44705;2.69338
4785000000-4786000000;44986;2.48616
4786000000-4787000000;44745;2.47945
4787000000-4788000000;44796;2.49435
4788000000-4789000000;44836;2.49969
4789000000-4790000000;44989;2.51826
4790000000-4791000000;44769;2.46803
4791000000-4792000000;44876;2.49216
4792000000-4793000000;44955;2.49144
4793000000-4794000000;44897;2.515
4794000000-4795000000;44867;2.49598
4795000000-4796000000;44865;2.51797
4796000000-4797000000;44891;2.5069
4797000000-4798000000;44762;2.53512
4798000000-4799000000;44940;2.46407
4799000000-4800000000;44686;2.44992
4800000000-4801000000;45104;2.4636
4801000000-4802000000;44904;2.48266
4802000000-4803000000;44753;2.47678
4803000000-4804000000;44818;2.47259
4804000000-4805000000;44955;2.54943
4805000000-4806000000;44676;2.5981
4806000000-4807000000;44824;2.50397
4807000000-4808000000;44661;2.4729
4808000000-4809000000;45002;2.79344
4809000000-4810000000;44839;2.81889
4810000000-4811000000;45050;2.52183
4811000000-4812000000;44875;2.50274
4812000000-4813000000;44817;2.52252
4813000000-4814000000;44929;2.53228
4814000000-4815000000;45039;2.54537
4815000000-4816000000;44819;2.47468
4816000000-4817000000;44975;2.49277
4817000000-4818000000;44809;2.4999
4818000000-4819000000;44806;2.51464
4819000000-4820000000;44755;2.51097
4820000000-4821000000;44770;2.50826
4821000000-4822000000;44677;2.52596
4822000000-4823000000;44809;2.5408
4823000000-4824000000;44843;2.51791
4824000000-4825000000;44898;2.5143
4825000000-4826000000;44743;2.52722
4826000000-4827000000;44921;2.53268
4827000000-4828000000;44812;2.54149
4828000000-4829000000;44856;2.52693
4829000000-4830000000;44728;2.54707
4830000000-4831000000;44819;2.54867
4831000000-4832000000;44910;2.54125
4832000000-4833000000;44983;2.35805
4833000000-4834000000;44684;2.64892
4834000000-4835000000;44824;2.7789
4835000000-4836000000;44777;2.42623
4836000000-4837000000;44898;2.3829
4837000000-4838000000;44762;2.41229
4838000000-4839000000;44670;2.40777
4839000000-4840000000;45245;2.43633
4840000000-4841000000;44755;2.39462
4841000000-4842000000;44513;2.40316
4842000000-4843000000;44952;2.4085
4843000000-4844000000;44882;2.4398
4844000000-4845000000;44919;2.42221
4845000000-4846000000;44892;2.43583
4846000000-4847000000;44858;2.44959
4847000000-4848000000;44782;2.47073
4848000000-4849000000;44722;2.43155
4849000000-4850000000;44851;2.40935
4850000000-4851000000;44989;2.42338
4851000000-4852000000;44743;2.42753
4852000000-4853000000;44906;2.44366
4853000000-4854000000;44875;2.58332
4854000000-4855000000;44664;2.4409
4855000000-4856000000;44880;2.44887
4856000000-4857000000;44959;2.47053
4857000000-4858000000;44739;2.40727
4858000000-4859000000;44717;2.44938
4859000000-4860000000;44882;2.79666
4860000000-4861000000;44884;2.74976
4861000000-4862000000;44673;2.4467
4862000000-4863000000;44643;2.46339
4863000000-4864000000;44853;2.46489
4864000000-4865000000;45007;2.49438
4865000000-4866000000;44515;2.42558
4866000000-4867000000;44945;2.4076
4867000000-4868000000;44749;2.42291
4868000000-4869000000;44771;2.44403
4869000000-4870000000;44946;2.45897
4870000000-4871000000;45108;2.64006
4871000000-4872000000;44756;2.46478
4872000000-4873000000;44924;2.47071
4873000000-4874000000;44778;2.46597
4874000000-4875000000;44887;2.40038
4875000000-4876000000;44821;2.41675
4876000000-4877000000;44964;2.41144
4877000000-4878000000;44720;2.44417
4878000000-4879000000;44669;2.4083
4879000000-4880000000;44960;2.83749
4880000000-4881000000;45121;2.65756
4881000000-4882000000;44739;2.47749
4882000000-4883000000;44871;2.41249
4883000000-4884000000;44860;2.4332
4884000000-4885000000;45077;2.43347
4885000000-4886000000;44906;2.45177
4886000000-4887000000;44755;2.44461
4887000000-4888000000;44816;2.45146
4888000000-4889000000;44649;2.45638
4889000000-4890000000;44670;2.47405
4890000000-4891000000;44852;2.46088
4891000000-4892000000;44765;2.4437
4892000000-4893000000;45092;2.46482
4893000000-4894000000;44951;2.47194
4894000000-4895000000;44791;2.4761
4895000000-4896000000;44757;2.47536
4896000000-4897000000;44965;2.48918
4897000000-4898000000;44651;2.49007
4898000000-4899000000;44759;2.50575
4899000000-4900000000;44663;2.3826
4900000000-4901000000;44814;2.39887
4901000000-4902000000;44789;2.40714
4902000000-4903000000;44690;2.4254
4903000000-4904000000;44865;2.40802
4904000000-4905000000;44730;2.48823
4905000000-4906000000;44790;2.95264
4906000000-4907000000;45049;2.44861
4907000000-4908000000;45037;2.41205
4908000000-4909000000;44822;2.40601
4909000000-4910000000;44601;2.41551
4910000000-4911000000;44579;2.42008
4911000000-4912000000;44745;2.43708
4912000000-4913000000;44794;2.43174
4913000000-4914000000;44740;2.45086
4914000000-4915000000;44933;2.45372
4915000000-4916000000;44911;2.45445
4916000000-4917000000;44895;2.402
4917000000-4918000000;44602;2.41284
4918000000-4919000000;44965;2.42203
4919000000-4920000000;44551;2.59853
4920000000-4921000000;44889;2.42237
4921000000-4922000000;44802;2.43582
4922000000-4923000000;44844;2.44103
4923000000-4924000000;44907;2.4643
4924000000-4925000000;44664;2.41752
4925000000-4926000000;44958;2.44447
4926000000-4927000000;44671;2.4382
4927000000-4928000000;44716;2.45671
4928000000-4929000000;44904;2.45544
4929000000-4930000000;44850;2.46839
4930000000-4931000000;44818;2.64401
4931000000-4932000000;44584;2.88083
4932000000-4933000000;44732;2.43233
4933000000-4934000000;44927;2.42069
4934000000-4935000000;44902;2.43355
4935000000-4936000000;44937;2.44609
4936000000-4937000000;44749;2.43162
4937000000-4938000000;44952;2.43142
4938000000-4939000000;44825;2.43857
4939000000-4940000000;44703;2.44741
4940000000-4941000000;44810;2.46401
4941000000-4942000000;44837;2.41981
4942000000-4943000000;44841;2.44115
4943000000-4944000000;44920;2.44545
4944000000-4945000000;44521;2.46494
4945000000-4946000000;44779;2.44122
4946000000-4947000000;44587;2.45512
4947000000-4948000000;44917;2.4657
4948000000-4949000000;44737;2.48596
4949000000-4950000000;44967;2.44107
4950000000-4951000000;44916;2.4317
4951000000-4952000000;44852;2.4427
4952000000-4953000000;44752;2.4579
4953000000-4954000000;44848;2.46538
4954000000-4955000000;44723;2.44335
4955000000-4956000000;44969;2.47611
4956000000-4957000000;44556;2.8811
4957000000-4958000000;44782;2.72288
4958000000-4959000000;44992;2.45711
4959000000-4960000000;44838;2.48117
4960000000-4961000000;44837;2.48899
4961000000-4962000000;44828;2.51654
4962000000-4963000000;44580;2.48057
4963000000-4964000000;44863;2.51226
4964000000-4965000000;44792;2.51164
4965000000-4966000000;44817;2.53495
4966000000-4967000000;44733;2.37765
4967000000-4968000000;44698;2.42915
4968000000-4969000000;44730;2.42749
4969000000-4970000000;44657;2.46311
4970000000-4971000000;44920;2.69919
4971000000-4972000000;44926;2.67914
4972000000-4973000000;44780;2.7378
4973000000-4974000000;44643;2.67259
4974000000-4975000000;44871;2.53463
4975000000-4976000000;44702;2.51428
4976000000-4977000000;44869;2.46638
4977000000-4978000000;44936;2.48445
4978000000-4979000000;44704;2.55692
4979000000-4980000000;44756;2.71533
4980000000-4981000000;44696;2.67676
4981000000-4982000000;44612;2.57695
4982000000-4983000000;44690;2.49927
4983000000-4984000000;44862;2.43859
4984000000-4985000000;44609;2.45028
4985000000-4986000000;44862;2.58469
4986000000-4987000000;44875;2.5569
4987000000-4988000000;44711;2.45834
4988000000-4989000000;44785;2.48243
4989000000-4990000000;44749;2.84689
4990000000-4991000000;44918;3.20746
4991000000-4992000000;44717;2.71393
4992000000-4993000000;44787;2.47473
4993000000-4994000000;44576;2.49445
4994000000-4995000000;44850;2.62349
4995000000-4996000000;44898;2.58902
4996000000-4997000000;44489;2.51514
4997000000-4998000000;44482;2.55169
4998000000-4999000000;44850;2.54726
4999000000-5000000000;44638;2.5028
5000000000-5001000000;44763;2.55836
5001000000-5002000000;44833;3.12729
5002000000-5003000000;44837;2.64107
5003000000-5004000000;44810;2.64143
5004000000-5005000000;44708;3.40531
5005000000-5006000000;44949;3.26697
5006000000-5007000000;44854;3.1046
5007000000-5008000000;44673;3.11461
5008000000-5009000000;44876;3.33335
5009000000-5010000000;44791;3.36625
5010000000-5011000000;44936;3.68552
5011000000-5012000000;44736;3.32339
5012000000-5013000000;44878;3.05407
5013000000-5014000000;44836;3.04182
5014000000-5015000000;44887;3.0039
5015000000-5016000000;44854;3.0741
5016000000-5017000000;44915;2.99882
5017000000-5018000000;44905;2.99931
5018000000-5019000000;44715;3.01067
5019000000-5020000000;44730;3.013
5020000000-5021000000;44622;3.01964
5021000000-5022000000;44791;2.98498
5022000000-5023000000;44908;3.05018
5023000000-5024000000;44767;3.00152
5024000000-5025000000;44923;3.37167
5025000000-5026000000;44725;3.10353
5026000000-5027000000;44889;3.43928
5027000000-5028000000;44720;3.10261
5028000000-5029000000;44653;3.11963
5029000000-5030000000;44831;3.03044
5030000000-5031000000;44780;3.66104
5031000000-5032000000;44889;3.46859
5032000000-5033000000;44640;3.54949
5033000000-5034000000;44789;3.07138
5034000000-5035000000;44762;3.00586
5035000000-5036000000;44582;3.00304
5036000000-5037000000;44611;2.95672
5037000000-5038000000;44768;3.03716
5038000000-5039000000;44762;2.97246
5039000000-5040000000;44823;2.9919
5040000000-5041000000;44673;3.00589
5041000000-5042000000;44648;3.00009
5042000000-5043000000;44635;2.96567
5043000000-5044000000;44804;3.03398
5044000000-5045000000;44608;3.42827
5045000000-5046000000;44725;3.11203
5046000000-5047000000;44900;3.0074
5047000000-5048000000;44596;3.19205
5048000000-5049000000;44901;3.14953
5049000000-5050000000;44543;3.27986
5050000000-5051000000;44542;3.18611
5051000000-5052000000;44767;3.80262
5052000000-5053000000;44826;3.51149
5053000000-5054000000;44757;3.3486
5054000000-5055000000;44903;3.00721
5055000000-5056000000;44781;3.02793
5056000000-5057000000;44690;3.06644
5057000000-5058000000;44904;3.06884
5058000000-5059000000;44806;3.20495
5059000000-5060000000;44616;3.12698
5060000000-5061000000;44549;3.3836
5061000000-5062000000;44750;3.75544
5062000000-5063000000;44869;3.22913
5063000000-5064000000;44882;3.04488
5064000000-5065000000;44650;3.07129
5065000000-5066000000;44740;3.125
5066000000-5067000000;44655;3.06259
5067000000-5068000000;44686;2.99221
5068000000-5069000000;44822;3.01629
5069000000-5070000000;44473;3.01328
5070000000-5071000000;44735;3.11629
5071000000-5072000000;44775;3.67972
5072000000-5073000000;44875;3.11855
5073000000-5074000000;44850;3.04168
5074000000-5075000000;44862;3.07165
5075000000-5076000000;44919;3.00992
5076000000-5077000000;44776;3.0306
5077000000-5078000000;44685;3.06916
5078000000-5079000000;44620;3.048
5079000000-5080000000;44743;3.04858
5080000000-5081000000;44852;3.04284
5081000000-5082000000;44723;3.11272
5082000000-5083000000;44689;3.08997
5083000000-5084000000;44644;3.02801
5084000000-5085000000;44760;3.01185
5085000000-5086000000;44801;3.05622
5086000000-5087000000;44699;3.06504
5087000000-5088000000;45003;3.08177
5088000000-5089000000;44541;3.07726
5089000000-5090000000;44785;3.07926
5090000000-5091000000;44754;3.09335
5091000000-5092000000;44745;3.30798
5092000000-5093000000;44774;3.63008
5093000000-5094000000;44824;3.10196
5094000000-5095000000;44632;3.06203
5095000000-5096000000;44759;3.12393
5096000000-5097000000;44693;3.05554
5097000000-5098000000;44687;3.09821
5098000000-5099000000;44483;3.10598
5099000000-5100000000;44660;3.74553
5100000000-5101000000;44814;3.22332
5101000000-5102000000;44674;3.41864
5102000000-5103000000;44819;3.17224
