RANGO;NUMEROS PRIMOS;DURACION
3848000000-3849000000;45449;2.45545
3849000000-3850000000;45185;2.46886
3850000000-3851000000;45321;2.44662
3851000000-3852000000;45402;2.44468
3852000000-3853000000;45169;2.47228
3853000000-3854000000;45234;2.46944
3854000000-3855000000;45278;2.46288
3855000000-3856000000;45233;2.48061
3856000000-3857000000;45291;2.47478
3857000000-3858000000;45206;2.49076
3858000000-3859000000;45466;2.51068
3859000000-3860000000;45368;2.41492
3860000000-3861000000;45227;2.42878
3861000000-3862000000;45369;2.43389
3862000000-3863000000;45483;2.46797
3863000000-3864000000;45244;2.44541
3864000000-3865000000;45059;2.43943
3865000000-3866000000;45315;2.57905
3866000000-3867000000;45507;3.18993
3867000000-3868000000;45343;2.45845
3868000000-3869000000;45409;2.45221
3869000000-3870000000;45354;2.46306
3870000000-3871000000;45240;2.48583
3871000000-3872000000;45145;2.47048
3872000000-3873000000;45311;2.47197
3873000000-3874000000;45268;2.48231
3874000000-3875000000;45277;2.48666
3875000000-3876000000;45355;2.465
3876000000-3877000000;45373;2.44619
3877000000-3878000000;45342;2.45581
3878000000-3879000000;45119;2.47424
3879000000-3880000000;45394;2.4678
3880000000-3881000000;45239;2.47237
3881000000-3882000000;45542;2.47846
3882000000-3883000000;45203;2.4775
3883000000-3884000000;45387;2.49434
3884000000-3885000000;45344;2.45057
3885000000-3886000000;45235;2.50368
3886000000-3887000000;45377;2.48413
3887000000-3888000000;45153;2.50937
3888000000-3889000000;45296;2.47903
3889000000-3890000000;45241;2.49691
3890000000-3891000000;45290;2.49778
3891000000-3892000000;45149;2.9271
3892000000-3893000000;45248;2.62234
3893000000-3894000000;45339;2.39637
3894000000-3895000000;45220;2.41441
3895000000-3896000000;45130;2.42204
3896000000-3897000000;45326;2.44528
3897000000-3898000000;45395;2.42405
3898000000-3899000000;45152;2.43833
3899000000-3900000000;45281;2.45174
3900000000-3901000000;45200;2.43783
3901000000-3902000000;45343;2.49324
3902000000-3903000000;45382;2.54061
3903000000-3904000000;45200;2.61758
3904000000-3905000000;45496;2.59886
3905000000-3906000000;45439;2.48671
3906000000-3907000000;45310;2.51604
3907000000-3908000000;45375;2.51489
3908000000-3909000000;45230;3.26753
3909000000-3910000000;45113;2.6183
3910000000-3911000000;45313;2.52332
3911000000-3912000000;45270;2.59434
3912000000-3913000000;45232;2.81174
3913000000-3914000000;45142;3.17802
3914000000-3915000000;45053;2.60176
3915000000-3916000000;45286;2.79554
3916000000-3917000000;45115;3.19041
3917000000-3918000000;45200;2.54337
3918000000-3919000000;45216;2.61013
3919000000-3920000000;45263;2.4616
3920000000-3921000000;45393;2.47166
3921000000-3922000000;45085;2.46236
3922000000-3923000000;45266;2.4832
3923000000-3924000000;45133;2.47447
3924000000-3925000000;45226;2.5192
3925000000-3926000000;45462;2.49462
3926000000-3927000000;45246;2.41331
3927000000-3928000000;45075;2.41375
3928000000-3929000000;45316;2.43834
3929000000-3930000000;45314;2.47673
3930000000-3931000000;45406;2.42807
3931000000-3932000000;45133;2.44185
3932000000-3933000000;45325;2.44685
3933000000-3934000000;45317;2.47345
3934000000-3935000000;45095;2.44741
3935000000-3936000000;45191;2.45403
3936000000-3937000000;45300;2.45421
3937000000-3938000000;45449;2.47219
3938000000-3939000000;45347;2.48147
3939000000-3940000000;45379;2.46398
3940000000-3941000000;45181;2.47657
3941000000-3942000000;45188;2.93567
3942000000-3943000000;45311;2.58362
3943000000-3944000000;45136;2.42842
3944000000-3945000000;45191;2.46279
3945000000-3946000000;45210;2.44568
3946000000-3947000000;45395;2.49121
3947000000-3948000000;45252;2.45576
3948000000-3949000000;45410;2.52534
3949000000-3950000000;45468;2.4897
3950000000-3951000000;45316;2.52112
3951000000-3952000000;45085;2.52879
3952000000-3953000000;45336;2.48971
3953000000-3954000000;45273;2.49015
3954000000-3955000000;45426;2.51497
3955000000-3956000000;45136;2.48226
3956000000-3957000000;45171;2.49106
3957000000-3958000000;45291;2.50473
3958000000-3959000000;45202;2.5319
3959000000-3960000000;45150;2.46698
3960000000-3961000000;45237;2.42622
3961000000-3962000000;45585;2.69414
3962000000-3963000000;45179;2.43683
3963000000-3964000000;45284;2.43725
3964000000-3965000000;45240;2.44302
3965000000-3966000000;45250;2.468
3966000000-3967000000;45356;2.77196
3967000000-3968000000;45123;2.69665
3968000000-3969000000;45116;2.43202
3969000000-3970000000;45258;2.45613
3970000000-3971000000;45231;2.4532
3971000000-3972000000;45087;2.48967
3972000000-3973000000;45233;2.47397
3973000000-3974000000;45327;2.49766
3974000000-3975000000;45319;2.47515
3975000000-3976000000;45142;2.49125
3976000000-3977000000;45307;2.44065
3977000000-3978000000;45202;2.44246
3978000000-3979000000;45194;2.44756
3979000000-3980000000;45012;2.45464
3980000000-3981000000;45453;2.47426
3981000000-3982000000;45278;2.46314
3982000000-3983000000;45226;2.47853
3983000000-3984000000;45134;2.48014
3984000000-3985000000;45281;2.49009
3985000000-3986000000;45012;2.4632
3986000000-3987000000;45340;2.48345
3987000000-3988000000;45165;2.476
3988000000-3989000000;45169;2.50175
3989000000-3990000000;45259;2.47836
3990000000-3991000000;45114;2.49703
3991000000-3992000000;45176;2.66334
3992000000-3993000000;45269;2.9473
3993000000-3994000000;45149;2.42702
3994000000-3995000000;45320;2.45149
3995000000-3996000000;45099;2.44765
3996000000-3997000000;45401;2.4793
3997000000-3998000000;45342;2.45467
3998000000-3999000000;45311;2.47439
3999000000-4000000000;45243;2.46967
4000000000-4001000000;45166;2.48553
4001000000-4002000000;45350;2.47432
4002000000-4003000000;45243;2.46506
4003000000-4004000000;45223;2.48169
4004000000-4005000000;45162;2.48291
4005000000-4006000000;45394;2.50907
4006000000-4007000000;44902;2.49542
4007000000-4008000000;45297;2.5187
4008000000-4009000000;45315;2.51037
4009000000-4010000000;45057;2.67561
4010000000-4011000000;45029;2.56846
4011000000-4012000000;45337;2.48778
4012000000-4013000000;45007;2.49517
4013000000-4014000000;45226;2.51196
4014000000-4015000000;45204;2.4852
4015000000-4016000000;45093;2.49451
4016000000-4017000000;45404;2.55265
4017000000-4018000000;45004;3.05409
4018000000-4019000000;45125;2.50225
4019000000-4020000000;45363;2.53353
4020000000-4021000000;45351;2.50185
4021000000-4022000000;45272;2.50713
4022000000-4023000000;45322;2.51136
4023000000-4024000000;45219;2.51766
4024000000-4025000000;45124;2.52354
4025000000-4026000000;45197;2.55345
4026000000-4027000000;45139;2.49383
4027000000-4028000000;45212;2.38161
4028000000-4029000000;45181;2.40305
4029000000-4030000000;45187;2.40809
4030000000-4031000000;45149;2.42823
4031000000-4032000000;45199;2.41067
4032000000-4033000000;45178;2.43805
4033000000-4034000000;45411;2.48857
4034000000-4035000000;45009;2.66104
4035000000-4036000000;45343;2.40141
4036000000-4037000000;45246;2.48247
4037000000-4038000000;45257;2.43342
4038000000-4039000000;44982;2.46328
4039000000-4040000000;45174;2.42174
4040000000-4041000000;45154;2.44843
4041000000-4042000000;45275;2.4524
4042000000-4043000000;45478;2.81914
4043000000-4044000000;44926;2.68661
4044000000-4045000000;45108;2.42898
4045000000-4046000000;45039;2.43017
4046000000-4047000000;45338;2.44431
4047000000-4048000000;45219;2.44302
4048000000-4049000000;45150;2.43637
4049000000-4050000000;45314;2.45173
4050000000-4051000000;45216;2.45747
4051000000-4052000000;45141;2.46151
4052000000-4053000000;45220;2.43292
4053000000-4054000000;45338;2.44599
4054000000-4055000000;45204;2.45262
4055000000-4056000000;45247;2.45925
4056000000-4057000000;45273;2.47541
4057000000-4058000000;45141;2.49306
4058000000-4059000000;45209;2.82165
4059000000-4060000000;45334;2.49507
4060000000-4061000000;45102;2.40827
4061000000-4062000000;45309;2.41901
4062000000-4063000000;45231;2.46662
4063000000-4064000000;45203;2.44237
4064000000-4065000000;45172;2.43357
4065000000-4066000000;45250;2.4943
4066000000-4067000000;45302;2.45116
4067000000-4068000000;45161;2.5884
4068000000-4069000000;45049;2.86776
4069000000-4070000000;45111;2.44863
4070000000-4071000000;45014;2.46359
4071000000-4072000000;44945;2.4711
4072000000-4073000000;45158;2.49367
4073000000-4074000000;45165;2.45897
4074000000-4075000000;45381;2.48048
4075000000-4076000000;45203;2.52979
4076000000-4077000000;45159;2.49351
4077000000-4078000000;45105;2.42387
4078000000-4079000000;45017;2.44693
4079000000-4080000000;45315;2.57296
4080000000-4081000000;44982;2.56522
4081000000-4082000000;45254;2.55202
4082000000-4083000000;45115;2.50511
4083000000-4084000000;45166;2.46884
4084000000-4085000000;45363;2.49701
4085000000-4086000000;45244;2.46046
4086000000-4087000000;45293;2.47928
4087000000-4088000000;44933;2.46546
4088000000-4089000000;45085;2.485
4089000000-4090000000;45309;2.4789
4090000000-4091000000;45385;2.47084
4091000000-4092000000;45064;2.49159
4092000000-4093000000;45228;2.52132
4093000000-4094000000;45205;3.00945
4094000000-4095000000;45071;2.48359
4095000000-4096000000;45384;2.42584
4096000000-4097000000;45102;2.42303
4097000000-4098000000;45141;2.43291
4098000000-4099000000;45065;2.42261
4099000000-4100000000;45139;2.43755
4100000000-4101000000;45192;2.44281
4101000000-4102000000;45029;2.46551
4102000000-4103000000;45180;2.41568
4103000000-4104000000;45247;2.44237
4104000000-4105000000;45096;2.44762
4105000000-4106000000;45241;2.46802
4106000000-4107000000;45171;2.60802
4107000000-4108000000;45296;2.51767
4108000000-4109000000;45112;2.47759
4109000000-4110000000;45316;2.4892
4110000000-4111000000;45256;2.46493
4111000000-4112000000;44939;2.424
4112000000-4113000000;45173;2.43733
4113000000-4114000000;45215;2.45275
4114000000-4115000000;45249;2.44823
4115000000-4116000000;45438;2.45761
4116000000-4117000000;45109;2.47208
4117000000-4118000000;45118;2.48
4118000000-4119000000;45217;2.70336
4119000000-4120000000;45384;2.82323
4120000000-4121000000;45299;2.47134
4121000000-4122000000;45126;2.45933
4122000000-4123000000;45129;2.51504
4123000000-4124000000;45222;2.4687
4124000000-4125000000;45209;2.49936
4125000000-4126000000;45230;2.48337
4126000000-4127000000;45158;2.53743
4127000000-4128000000;45199;2.43194
4128000000-4129000000;45034;2.49796
4129000000-4130000000;45326;2.48325
4130000000-4131000000;45274;2.45782
4131000000-4132000000;45109;2.45537
4132000000-4133000000;45323;2.45399
4133000000-4134000000;45172;2.46248
4134000000-4135000000;45384;2.47306
4135000000-4136000000;45027;2.47142
4136000000-4137000000;45057;2.45639
4137000000-4138000000;45044;2.47106
4138000000-4139000000;45217;2.48399
4139000000-4140000000;44925;2.48196
4140000000-4141000000;45143;2.47885
4141000000-4142000000;45090;2.49073
4142000000-4143000000;45061;2.49652
4143000000-4144000000;45137;2.60312
4144000000-4145000000;45392;2.94236
4145000000-4146000000;45078;2.50386
4146000000-4147000000;45128;2.4589
4147000000-4148000000;45126;2.4839
4148000000-4149000000;45082;2.46852
4149000000-4150000000;45173;2.49105
4150000000-4151000000;45431;2.49856
4151000000-4152000000;44992;2.50949
4152000000-4153000000;45237;2.48319
4153000000-4154000000;45178;2.48663
4154000000-4155000000;45075;2.51669
4155000000-4156000000;45205;2.64913
4156000000-4157000000;44953;2.54253
4157000000-4158000000;45159;2.49752
4158000000-4159000000;45133;2.51402
4159000000-4160000000;45190;2.53296
4160000000-4161000000;45272;2.52104
4161000000-4162000000;45114;2.39162
4162000000-4163000000;44934;2.40611
4163000000-4164000000;44852;2.42005
4164000000-4165000000;45192;2.44997
4165000000-4166000000;45062;2.42084
4166000000-4167000000;45071;2.44297
4167000000-4168000000;45165;2.43552
4168000000-4169000000;45202;2.46378
4169000000-4170000000;45066;2.77632
4170000000-4171000000;45163;2.6246
4171000000-4172000000;45101;2.48831
4172000000-4173000000;45051;2.46998
4173000000-4174000000;45241;2.45543
4174000000-4175000000;45057;2.46711
4175000000-4176000000;45103;2.48031
4176000000-4177000000;44961;2.50104
4177000000-4178000000;45160;2.45946
4178000000-4179000000;45046;2.43287
4179000000-4180000000;45104;2.45438
4180000000-4181000000;45215;2.46254
4181000000-4182000000;45068;2.51075
4182000000-4183000000;45130;2.45323
4183000000-4184000000;45151;2.46265
4184000000-4185000000;45209;2.4776
4185000000-4186000000;45089;2.4871
4186000000-4187000000;45194;2.47139
4187000000-4188000000;45032;2.49598
4188000000-4189000000;45178;2.4688
4189000000-4190000000;45264;2.4955
4190000000-4191000000;45222;2.47243
4191000000-4192000000;44910;2.49336
4192000000-4193000000;44965;2.49035
4193000000-4194000000;45181;2.51723
4194000000-4195000000;45313;2.63925
4195000000-4196000000;45018;2.82359
4196000000-4197000000;45153;2.43542
4197000000-4198000000;45250;2.4557
4198000000-4199000000;45109;2.4546
4199000000-4200000000;45061;2.50629
4200000000-4201000000;45209;2.47669
4201000000-4202000000;45341;2.48325
4202000000-4203000000;45145;2.47866
4203000000-4204000000;45280;2.70387
4204000000-4205000000;45317;2.51136
4205000000-4206000000;44997;2.46902
4206000000-4207000000;45146;2.49943
4207000000-4208000000;45152;2.4766
4208000000-4209000000;45103;2.49645
4209000000-4210000000;45200;2.50538
4210000000-4211000000;44909;2.50572
4211000000-4212000000;45198;2.44231
4212000000-4213000000;45156;2.46146
4213000000-4214000000;45194;2.45943
4214000000-4215000000;45161;2.48964
4215000000-4216000000;45169;2.46478
4216000000-4217000000;44967;2.48376
4217000000-4218000000;45134;2.49555
4218000000-4219000000;45195;2.50193
4219000000-4220000000;45111;2.55456
4220000000-4221000000;45066;2.97335
4221000000-4222000000;45084;2.49585
4222000000-4223000000;45374;2.50749
4223000000-4224000000;45082;2.50237
4224000000-4225000000;45102;2.49691
4225000000-4226000000;45002;2.50468
4226000000-4227000000;44890;2.51299
4227000000-4228000000;45098;2.5119
4228000000-4229000000;45291;2.42374
4229000000-4230000000;45081;2.47892
4230000000-4231000000;45229;2.44431
4231000000-4232000000;44912;2.46236
4232000000-4233000000;45090;2.44038
4233000000-4234000000;45107;2.47244
4234000000-4235000000;45342;2.48598
4235000000-4236000000;45093;2.50311
4236000000-4237000000;45189;2.45756
4237000000-4238000000;44928;2.45362
4238000000-4239000000;44986;2.46635
4239000000-4240000000;44994;2.48722
4240000000-4241000000;45255;2.48719
4241000000-4242000000;45050;2.5129
4242000000-4243000000;45085;2.47495
4243000000-4244000000;45146;2.53089
4244000000-4245000000;45093;2.47492
4245000000-4246000000;45109;2.89329
4246000000-4247000000;45212;2.59436
4247000000-4248000000;45083;2.46729
4248000000-4249000000;45130;2.49981
4249000000-4250000000;45174;2.4752
4250000000-4251000000;45075;2.4953
4251000000-4252000000;45003;2.70971
4252000000-4253000000;45174;2.57442
4253000000-4254000000;45095;2.47459
4254000000-4255000000;45067;2.48907
4255000000-4256000000;45011;2.49313
4256000000-4257000000;45028;2.51086
4257000000-4258000000;45089;2.49314
4258000000-4259000000;45003;2.49625
4259000000-4260000000;45141;2.50409
4260000000-4261000000;45076;2.5287
4261000000-4262000000;45099;2.46858
4262000000-4263000000;45096;2.4558
4263000000-4264000000;45070;2.45378
4264000000-4265000000;45186;2.47756
4265000000-4266000000;45026;2.48634
4266000000-4267000000;45087;2.47108
4267000000-4268000000;45008;2.4855
4268000000-4269000000;45273;2.50087
4269000000-4270000000;44954;2.50052
4270000000-4271000000;45108;2.88195
4271000000-4272000000;45169;2.73314
4272000000-4273000000;45183;2.50265
4273000000-4274000000;45109;2.53204
4274000000-4275000000;45114;2.48042
4275000000-4276000000;45325;2.51811
4276000000-4277000000;45260;2.50293
4277000000-4278000000;45204;2.53845
4278000000-4279000000;44986;2.47891
4279000000-4280000000;45157;2.48367
4280000000-4281000000;45123;2.48067
4281000000-4282000000;45136;2.50057
4282000000-4283000000;45027;2.48805
4283000000-4284000000;45039;2.56072
4284000000-4285000000;45218;2.50202
4285000000-4286000000;45281;2.51983
4286000000-4287000000;44988;2.50364
4287000000-4288000000;44951;2.49124
4288000000-4289000000;45015;2.51231
4289000000-4290000000;45050;2.53283
4290000000-4291000000;45001;2.54116
4291000000-4292000000;45159;2.51222
4292000000-4293000000;45000;2.52584
4293000000-4294000000;45231;2.52585
4294000000-4295000000;44851;2.53709
4295000000-4296000000;45036;2.67323
4296000000-4297000000;45017;2.61087
4297000000-4298000000;45174;2.38865
4298000000-4299000000;45153;2.40063
4299000000-4300000000;45158;2.52997
4300000000-4301000000;44963;2.50075
4301000000-4302000000;44954;2.47831
4302000000-4303000000;45040;2.42661
4303000000-4304000000;44891;2.40208
4304000000-4305000000;45187;2.40179
4305000000-4306000000;45099;2.42113
4306000000-4307000000;45008;2.4252
4307000000-4308000000;45130;2.42447
4308000000-4309000000;44844;2.42432
4309000000-4310000000;44975;2.43447
4310000000-4311000000;45369;2.45729
4311000000-4312000000;45021;2.43962
4312000000-4313000000;45147;2.389
4313000000-4314000000;44901;2.40262
4314000000-4315000000;45184;2.43922
4315000000-4316000000;45092;2.45166
4316000000-4317000000;45128;2.41545
4317000000-4318000000;45184;2.44512
4318000000-4319000000;45176;2.43477
4319000000-4320000000;44994;2.45832
4320000000-4321000000;45040;2.41521
4321000000-4322000000;44981;2.85132
4322000000-4323000000;44875;2.5843
4323000000-4324000000;45128;2.46998
4324000000-4325000000;45118;2.46022
4325000000-4326000000;45231;2.47049
4326000000-4327000000;45266;2.49486
4327000000-4328000000;44899;2.48015
4328000000-4329000000;45049;2.44171
4329000000-4330000000;45247;2.39276
4330000000-4331000000;44987;2.41662
4331000000-4332000000;45193;2.42284
4332000000-4333000000;45247;2.445
4333000000-4334000000;45000;2.42987
4334000000-4335000000;45286;2.44464
4335000000-4336000000;44897;2.4589
4336000000-4337000000;45111;2.47345
4337000000-4338000000;45094;2.4185
4338000000-4339000000;45208;2.44219
4339000000-4340000000;45195;2.45205
4340000000-4341000000;45171;2.46308
4341000000-4342000000;45030;2.44087
4342000000-4343000000;44757;2.46653
4343000000-4344000000;45138;2.46978
4344000000-4345000000;44928;2.49271
4345000000-4346000000;44942;2.45914
4346000000-4347000000;45088;2.54056
4347000000-4348000000;44963;2.88577
4348000000-4349000000;45092;2.51086
4349000000-4350000000;45202;2.45951
4350000000-4351000000;44957;2.45849
4351000000-4352000000;45185;2.47299
4352000000-4353000000;44898;2.47668
4353000000-4354000000;45328;2.47662
4354000000-4355000000;45196;2.45852
4355000000-4356000000;45109;2.46921
4356000000-4357000000;45117;2.48164
4357000000-4358000000;45138;2.50391
4358000000-4359000000;44903;2.48512
4359000000-4360000000;45207;2.50791
4360000000-4361000000;45114;2.51089
4361000000-4362000000;45265;2.52731
4362000000-4363000000;45150;2.39057
4363000000-4364000000;44917;2.41262
4364000000-4365000000;45020;2.42568
4365000000-4366000000;45074;2.44054
4366000000-4367000000;45102;2.41969
4367000000-4368000000;44916;2.43459
4368000000-4369000000;45148;2.43827
4369000000-4370000000;44794;2.47224
4370000000-4371000000;45104;2.443
4371000000-4372000000;45123;2.43839
4372000000-4373000000;45119;2.8849
4373000000-4374000000;45049;2.81106
4374000000-4375000000;44922;2.46128
4375000000-4376000000;45217;2.45787
4376000000-4377000000;44995;2.49323
4377000000-4378000000;45091;2.4836
4378000000-4379000000;45128;2.49226
4379000000-4380000000;45141;2.4263
4380000000-4381000000;44991;2.45011
4381000000-4382000000;45129;2.4477
4382000000-4383000000;44914;2.47403
4383000000-4384000000;45036;2.43949
4384000000-4385000000;45115;2.47305
4385000000-4386000000;44926;2.46256
4386000000-4387000000;44986;2.49869
4387000000-4388000000;45108;2.45337
4388000000-4389000000;44914;2.46874
4389000000-4390000000;45000;2.47285
4390000000-4391000000;45215;2.49984
4391000000-4392000000;44953;2.4758
4392000000-4393000000;44997;2.49458
4393000000-4394000000;44983;2.50066
4394000000-4395000000;44820;2.51242
4395000000-4396000000;45101;2.48736
4396000000-4397000000;45044;2.43968
4397000000-4398000000;44843;2.66212
4398000000-4399000000;44961;2.83575
4399000000-4400000000;45093;2.4664
4400000000-4401000000;45014;2.4643
4401000000-4402000000;45040;2.47846
4402000000-4403000000;45126;2.47609
4403000000-4404000000;45042;2.50353
4404000000-4405000000;45047;2.44672
4405000000-4406000000;45035;2.47625
4406000000-4407000000;44991;2.47409
4407000000-4408000000;45110;2.50489
4408000000-4409000000;44970;2.47796
4409000000-4410000000;45066;2.4972
4410000000-4411000000;45346;2.50461
4411000000-4412000000;44819;2.56123
4412000000-4413000000;45010;2.48558
4413000000-4414000000;45150;2.46527
4414000000-4415000000;45399;2.48722
4415000000-4416000000;44823;2.48127
4416000000-4417000000;44806;2.49212
4417000000-4418000000;45039;2.49191
4418000000-4419000000;45180;2.50604
4419000000-4420000000;45024;2.51604
4420000000-4421000000;44899;2.5107
4421000000-4422000000;44878;2.47896
4422000000-4423000000;45002;2.52244
4423000000-4424000000;45140;2.9933
4424000000-4425000000;44999;2.55361
4425000000-4426000000;44871;2.49742
4426000000-4427000000;45005;2.51796
4427000000-4428000000;45133;2.52742
4428000000-4429000000;45224;2.5565
4429000000-4430000000;45030;2.41428
4430000000-4431000000;45116;2.41954
4431000000-4432000000;44851;2.41266
4432000000-4433000000;45183;2.44126
4433000000-4434000000;45006;2.42721
4434000000-4435000000;44988;2.44017
4435000000-4436000000;44991;2.44726
4436000000-4437000000;45120;2.4693
4437000000-4438000000;44803;2.44864
4438000000-4439000000;44899;2.42234
4439000000-4440000000;44895;2.4419
4440000000-4441000000;44878;2.45384
4441000000-4442000000;44882;2.48326
4442000000-4443000000;45150;2.44405
4443000000-4444000000;45067;2.47418
4444000000-4445000000;45091;2.47772
4445000000-4446000000;44847;2.54034
4446000000-4447000000;45065;2.42346
4447000000-4448000000;44900;2.44598
4448000000-4449000000;44972;2.72964
4449000000-4450000000;44967;2.90693
4450000000-4451000000;44907;3.08687
4451000000-4452000000;45062;2.75522
4452000000-4453000000;44934;2.81885
4453000000-4454000000;45083;2.85399
4454000000-4455000000;45110;2.74758
4455000000-4456000000;44923;2.84003
4456000000-4457000000;45057;2.83971
4457000000-4458000000;45196;2.87319
4458000000-4459000000;44919;2.68281
4459000000-4460000000;45095;2.71329
4460000000-4461000000;44949;2.7449
4461000000-4462000000;45012;2.66113
4462000000-4463000000;44774;2.5555
4463000000-4464000000;45107;2.47576
4464000000-4465000000;45114;2.47584
4465000000-4466000000;44952;2.46288
4466000000-4467000000;44971;2.49005
4467000000-4468000000;45111;2.5272
4468000000-4469000000;44864;2.47174
4469000000-4470000000;44852;2.49575
4470000000-4471000000;45099;2.52835
4471000000-4472000000;44891;2.50341
4472000000-4473000000;45093;2.45808
4473000000-4474000000;44764;2.486
4474000000-4475000000;44951;2.49903
4475000000-4476000000;45074;2.53399
4476000000-4477000000;44808;2.50322
4477000000-4478000000;44860;2.52208
4478000000-4479000000;45147;2.62512
4479000000-4480000000;45016;2.55617
4480000000-4481000000;45079;2.44574
4481000000-4482000000;45069;3.01919
4482000000-4483000000;45091;2.63012
4483000000-4484000000;44839;2.48902
4484000000-4485000000;44882;2.46312
4485000000-4486000000;44863;2.54617
4486000000-4487000000;45025;2.50203
4487000000-4488000000;44984;2.59077
4488000000-4489000000;45052;2.45455
4489000000-4490000000;44912;2.47857
4490000000-4491000000;45203;2.59626
4491000000-4492000000;45073;2.69198
4492000000-4493000000;44927;2.51965
4493000000-4494000000;44878;2.64226
4494000000-4495000000;44870;2.56097
4495000000-4496000000;45033;2.53211
4496000000-4497000000;45071;2.46982
4497000000-4498000000;45277;2.41519
4498000000-4499000000;45175;2.42295
4499000000-4500000000;44982;2.43587
4500000000-4501000000;45217;2.4279
4501000000-4502000000;44967;2.4238
4502000000-4503000000;45030;2.44651
4503000000-4504000000;44771;2.45591
4504000000-4505000000;45156;2.4467
4505000000-4506000000;44957;2.52864
4506000000-4507000000;44934;2.91128
4507000000-4508000000;44974;2.62889
4508000000-4509000000;44938;2.46543
4509000000-4510000000;44783;2.45544
4510000000-4511000000;45086;2.49038
4511000000-4512000000;45088;2.48592
4512000000-4513000000;45001;2.49383
4513000000-4514000000;44930;2.42538
4514000000-4515000000;44902;2.44808
4515000000-4516000000;45075;2.45689
4516000000-4517000000;44946;2.46303
4517000000-4518000000;44894;2.44868
4518000000-4519000000;45044;2.47006
4519000000-4520000000;45029;2.47157
4520000000-4521000000;44851;2.52774
4521000000-4522000000;44982;2.48297
4522000000-4523000000;44966;2.46654
4523000000-4524000000;45076;2.48229
4524000000-4525000000;45050;2.47725
4525000000-4526000000;45039;2.48844
4526000000-4527000000;44902;2.48105
4527000000-4528000000;44753;2.49487
4528000000-4529000000;45159;2.49676
4529000000-4530000000;45051;2.50912
4530000000-4531000000;45013;2.42768
4531000000-4532000000;44927;2.61138
4532000000-4533000000;44880;2.84891
4533000000-4534000000;44993;2.4672
4534000000-4535000000;45168;2.47167
4535000000-4536000000;44855;2.46878
4536000000-4537000000;45076;2.47269
4537000000-4538000000;45082;2.48913
4538000000-4539000000;45016;2.46553
4539000000-4540000000;45049;2.46614
4540000000-4541000000;45079;2.47506
4541000000-4542000000;44921;2.47725
4542000000-4543000000;45025;2.53266
4543000000-4544000000;44821;2.76337
4544000000-4545000000;44956;2.58606
4545000000-4546000000;44686;2.67416
4546000000-4547000000;44944;2.54504
4547000000-4548000000;45096;2.49576
4548000000-4549000000;45038;2.51861
4549000000-4550000000;44765;2.50706
4550000000-4551000000;44740;2.52626
4551000000-4552000000;45109;2.56458
4552000000-4553000000;45077;2.54038
4553000000-4554000000;44734;2.58662
4554000000-4555000000;45002;2.5473
4555000000-4556000000;45118;2.51451
4556000000-4557000000;45013;2.77204
4557000000-4558000000;44914;2.84769
4558000000-4559000000;45018;2.52557
4559000000-4560000000;44953;2.52163
4560000000-4561000000;44833;2.51115
4561000000-4562000000;45047;2.51371
4562000000-4563000000;45102;2.53632
4563000000-4564000000;45079;2.43356
4564000000-4565000000;44865;2.37875
4565000000-4566000000;45082;2.38674
4566000000-4567000000;44947;2.40466
4567000000-4568000000;44943;2.40342
4568000000-4569000000;45114;2.62978
4569000000-4570000000;45073;2.50079
4570000000-4571000000;44898;2.65781
4571000000-4572000000;44876;2.65555
4572000000-4573000000;44835;2.54139
4573000000-4574000000;45039;3.12667
4574000000-4575000000;45042;3.76586
4575000000-4576000000;45033;3.0477
4576000000-4577000000;44983;2.8968
4577000000-4578000000;44678;2.78083
4578000000-4579000000;44890;2.51645
4579000000-4580000000;44871;2.51924
4580000000-4581000000;44886;2.47124
4581000000-4582000000;44909;2.48988
4582000000-4583000000;44822;2.47786
4583000000-4584000000;45123;2.51353
4584000000-4585000000;44995;2.54576
4585000000-4586000000;44768;2.77091
4586000000-4587000000;45161;3.03522
4587000000-4588000000;44786;2.57478
4588000000-4589000000;45005;2.53446
4589000000-4590000000;44913;2.50247
4590000000-4591000000;44887;2.5121
4591000000-4592000000;44916;2.57751
4592000000-4593000000;45075;2.60097
4593000000-4594000000;44864;2.55809
4594000000-4595000000;45237;2.53265
4595000000-4596000000;44899;2.54415
4596000000-4597000000;45074;2.55948
4597000000-4598000000;45042;2.45133
4598000000-4599000000;45062;2.48736
4599000000-4600000000;44723;2.48093
4600000000-4601000000;44901;2.57393
4601000000-4602000000;44909;2.51168
4602000000-4603000000;45062;2.6673
4603000000-4604000000;44880;2.62537
4604000000-4605000000;44790;2.79223
4605000000-4606000000;44968;2.7373
4606000000-4607000000;45043;2.66086
4607000000-4608000000;44882;2.53475
4608000000-4609000000;45150;2.50834
4609000000-4610000000;44806;2.52346
4610000000-4611000000;44873;3.04497
4611000000-4612000000;45012;2.67982
4612000000-4613000000;44879;2.5416
4613000000-4614000000;44808;2.53345
4614000000-4615000000;44747;2.46498
4615000000-4616000000;44946;2.50446
4616000000-4617000000;44967;2.48725
4617000000-4618000000;44959;2.5201
4618000000-4619000000;45039;2.49355
4619000000-4620000000;44890;2.52911
4620000000-4621000000;45024;2.52753
4621000000-4622000000;44883;2.55414
4622000000-4623000000;44911;2.55707
4623000000-4624000000;45047;2.55931
4624000000-4625000000;45281;2.63963
